Pada mulanya , Allah menciptakan langit dan bumi . ||| Uru-uru tèka , Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha .
Lalu , Abraham menjawab dan berkata , “ Lihatlah , aku telah berbicara kepada Tuhan meskipun aku hanya debu dan abu ; ||| Hèia Abraham padhai lii hari , aku nèngu na , “ Ama , jaꞌa manèngi abho , lula jaꞌa neo padhai lii hari ciki . Jaꞌa ne dhoka dhèu goa di , dhu keꞌa boe ngaa-ngaa .
seandainya kurang lima saja dari lima puluh orang benar di kota itu , apakah Engkau akan membinasakan seluruh kota karena lima orang itu ? ” Tuhan berkata , “ Aku tidak akan membinasakan kota itu , jika Aku mendapati empat puluh lima orang benar di sana . ” ||| Sèmi dꞌai boe dhèu lèmi nguru dhu beꞌa , te ngaa dhoka èpa nguru lèmi di , tasamia ? Kura dhoka dhèu lèmi di , na Ama neo palaho eele kota èèna , do ? ” Ka Lamatua bꞌala , aku Nèngu na , “ Ladhe Jaꞌa abhu dhèu beꞌa èpa nguru lèmi , Jaꞌa palaho boe kota èèna . ”
Abraham berbicara lagi kepada-Nya , katanya , “ Seandainya hanya ada empat puluh orang benar yang didapati di sana ? ” TUHAN berkata lagi , “ Aku tidak akan membinasakan kota itu demi empat puluh orang benar itu . ” ||| Ka Abraham pamako hari , na , “ Sèmi abhu dhoka èpa nguru dhèu beꞌa di , tasamia , Ama ? ” Ka Na dhaa , “ Ladhe Jaꞌa abhu èpa nguru dhèu beꞌa , Jaꞌa huku boe si . ”
Kemudian , Abraham berkata , “ Oh , janganlah kiranya Tuhan murka , maka aku akan berbicara . Seandainya hanya ada tiga puluh orang yang didapati di sana ? ” Tuhan berkata , “ Aku tidak akan membinasakan kota itu , jika Aku mendapati tiga puluh orang benar di sana . ” ||| Abraham pamako hari , aku nèngu na , “ Ama baku nasa . Te abhu dhoka tèlu nguru dhèu beꞌa di , na tasamia ? ” Hèia Na dhaa , “ Ladhe Jaꞌa abhu tèlu nguru dhèu beꞌa , Jaꞌa huku boe si . ”
Abraham berkata lagi , “ Aku memberanikan diri berbicara kepada Tuhan , bagaimana jika hanya ada dua puluh orang benar yang didapati di sana ? ” Tuhan menjawab , “ Demi dua puluh orang benar itu , Aku tidak akan membinasakan kota itu . ” ||| Hèia Abraham peka hari , “ Ama mage nasa ladhe jaꞌa karèi hari ciki . Sèmi abhu dhoka dhèu dua nguru di dhu beꞌa , na tasamia ? ” Ka Na dhaa hari , aku Nèngu na , “ Sèmi abhu dhèu dua nguru di dhu beꞌa , Jaꞌa palaho eele boe kota èèna . ”
Akhirnya Abraham berkata , “ Kiranya Tuhan jangan murka terhadapku , maka aku akan berbicara sekali lagi . Seandainya hanya ada sepuluh orang benar yang didapati di sana ? ” Jawab-Nya , “ Aku tidak akan membinasakannya demi sepuluh orang itu . ” ||| Ka Abraham katange lii padhai na , aa na karèi , peka na , “ Ama ! Jaꞌa padhai lii hari ca tèka , te ngaa baku nasa dènge jaꞌa . Tasamia , ladhe abhu dhoka canguru dhèu di dhu beꞌa ? ” Hèia Na dhaa , “ Ladhe Jaꞌa abhu canguru dhèu dhu beꞌa ètu era èèna , Jaꞌa palaho boe kota èèna . ”
Lalu , TUHAN pergi setelah Dia selesai berfirman kepada Abraham . Abraham pun kembali ke tempatnya . ||| Padhai lii èle sèmi èèna , LAMATUA laꞌe dènge ka , aa Abraham lèpa kahèi .
Kedua malaikat itu tiba di Sodom pada sore hari dan Lot sedang duduk di dekat pintu gerbang Sodom . Ketika Lot melihat mereka , dia berdiri untuk menyambut mereka , lalu dia berlutut sampai mukanya ke tanah . ||| Ètu dꞌara Lamatua dhu padhue-padhai era dènge Abraham , ana pajuu Na dhèu dua , lasi le asa kota Sodom . Dꞌai nèi , lodꞌo oe cèna kèna . Ka Lot dhu madhèdi ètu hèbꞌa tedhe kota . Ropa nèdhi dhèu dua se , laꞌe soru nare si . Ka na patitu kètu urutuu , aa pacudꞌu kètu ètu madha ra .
Lot berkata , “ Tuan-tuan , mohon singgahlah di rumah hambamu ini dan menginaplah , cucilah kakimu , dan Tuan-tuan dapat bangun pagi-pagi untuk melanjutkan perjalanan. ” Akan tetapi , mereka berkata , “ Tidak , kami akan bermalam di alun-alun kota . ” ||| Ka na padhai lii , aku nèngu na , “ Mai lati dhuli ku èmu jaꞌa la . Sèna ka ama si rase haga , aa jꞌunu ètu èmu jaꞌa . Pe bèli madꞌae , heka ama si kako hari kèna. ” Ra dhaa , aku rèngu na , “ Makasi . Te ngaa repo ia ka . Hudꞌi laa jiꞌi jꞌunu ètu dꞌara lapa . ”
Namun , dia terus mendesak mereka sehingga mereka pun singgah kepadanya dan masuk ke dalam rumahnya . Kemudian , dia menyiapkan makanan bagi mereka dan memanggang roti tak beragi , lalu mereka pun makan . ||| Te ngaa Lot pamako si loe boe , ka lasi manubha asa èmu na . Ka Lot si tunu roti , lalau mei , ka raꞌa-rinu paꞌèci .
Namun , sebelum mereka berbaring , para laki-laki dari kota itu , yaitu laki-laki Sodom , mengepung rumah itu , baik yang tua maupun yang muda , semua orang tanpa terkecuali . ||| Dhu dua ra lasi mèka jꞌunu , cagꞌagꞌa laa , dhèu mone Sodom aaꞌi-aaꞌi , ana mone ngèru toke dꞌai mone heka , mai reo rare èmu Lot .
Mereka memanggil Lot dan berkata kepadanya , “ Di manakah kedua orang yang datang kepadamu malam ini ? Bawa mereka keluar kepada kami supaya kami dapat bersetubuh dengan mereka . ” ||| Dhèu seꞌe paꞌoo-parodha , peka mi Lot , aku rèngu na , “ He , Lot ! Mone dua deo sa , ètu mia ? Bhabhodho si mai , sèna ka jiꞌi jꞌunu dènge ra ! ”
Lalu , Lot keluar menemui mereka dan menutup pintu di belakangnya , ||| Hèia Lot liꞌu laꞌe , ka na bèdho hari èmu .
dan berkata , “ Aku mohon , Saudara-saudaraku , janganlah berbuat jahat . ||| Ka na lii , aku nèngu na , “ Aꞌari , ee ! Baku miu tao bhelu mi tamu jaꞌa se .
Lihatlah , aku mempunyai dua anak perempuan yang belum pernah bersetubuh dengan laki-laki . Aku mohon , biarlah aku membawa mereka kepadamu dan perlakukanlah mereka menurut apa yang kamu pandang baik , asal jangan lakukan apa pun terhadap orang-orang ini sebab mereka datang untuk berlindung di bawah atap rumahku . ” ||| Mi nanene ku jaꞌa laa ! Ana bhèni jaꞌa , dhèu dua . Dua ra dhu paꞌèci mèka dènge dhèu mone . Jaꞌa hia miu . Mere , ho mi tao tasamia èèna ka , sadꞌi madhutu dadꞌèi miu . Sadꞌi miu baku tao karehe mi tamu jaꞌa dhèu dua se . Lula madhutu adꞌa èdhi , jaꞌa ka dhu hudꞌi jꞌaga si . ”
Akan tetapi , orang-orang itu berkata , “ Mundur ! ” Mereka berkata lagi , “ Orang ini datang ke sini untuk menumpang tinggal dan dia berlagak seperti hakim ! Sekarang , kami akan berbuat lebih jahat terhadapmu daripada terhadap mereka ! ” Karena itu , mereka terus mendorong orang itu dengan kasar , yaitu Lot , dan mendekat untuk mendobrak pintu . ||| Masi ka sèmi èèna , dhèu Sodom se paꞌoo maꞌète boe , aku rèngu na , “ Èu ne , baku patabha ! Te èu ne , dhèu tao mai ètu kabarai jiꞌi ne ! De èu dènge boe hak ho kai jiꞌi . Hua iia , èu pakajꞌèu nèti era neꞌe . Te , ladhe lamu boe , jiꞌi tao èu bia risi nèti dhèu dua seꞌe ! ” Ka ra tule eele Lot , hèia aaꞌi-aaꞌi ra rai lasi jꞌèje babèdho èmu .
Namun , kedua orang itu mengulurkan tangannya , dan menarik Lot ke dalam rumah , lalu menutup pintu . ||| Te ngaa dhèu dua se soro kacui-aai ra , ère pamaso Lot , ka ra patèke èmu nèti dꞌara .
Setelah itu , mereka memukul orang-orang yang berada di depan pintu itu dengan kebutaan , dari yang kecil sampai yang besar sehingga mereka kesulitan mencari-cari pintu itu . ||| Dua ra tao pabèdhu ana madha dhèu Sodom aaꞌi-aaꞌi ra , ka rèdhi heka ngaa-ngaa . Ra gogo tenge babèdho , te ngaa abhu boe .
Lalu , kedua orang itu berkata kepada Lot , “ Siapa lagi keluargamu yang masih ada di sini ? Menantu laki-laki , anak laki-laki , anak perempuan , dan keluargamu yang lain di kota ini , bawa mereka keluar dari tempat ini , sebab kami akan membinasakan tempat ini . Teriakan mengenai kota ini begitu keras di hadapan TUHAN sehingga TUHAN mengutus kami untuk membinasakannya . ” ||| Hèia tamu dhèu dua se , peka dènge Lot , aku rèngu na , “ LAMATUA neꞌa le , bhabhelu-katubꞌa dhèu Sodom se . Nèti èèna ka , Na paleha jiꞌi dua mi mai , sèna ka palaho eele kota ne . De èu dhu dènge aꞌari leo dhu ètu dꞌara kota ne , do aadꞌo ? Ladhe dènge ana mone , do ana bhèni , do dhèu èmu ana èu , do , sadꞌi cee èèna ka , lamu more si , ho rai ka nèti dꞌara kota ne lai-lai ! ”
Lalu , Lot pergi dan berbicara kepada calon-calon menantunya yang akan mengawini anak-anak perempuannya , katanya , “ Ayo , tinggalkan kota ini karena TUHAN akan segera membinasakannya ! ” Namun , bagi kedua calon menantunya itu , dia tampak seperti orang yang sedang bercanda . ||| Hèia Lot laꞌe paraga dènge ana mone dhèu dua , dhu lii dꞌai ana bhèni na . Ka na peka , “ Dua mi nanene paie ! Rai ka nèti dꞌara kota ne , te LAMATUA neo palaho eele ne ! ” Te ngaa ra pangee na , Lot padhai lii paleko di .
Pada waktu fajar , malaikat-malaikat itu mendesak Lot , katanya , “ Bangun ! Bawa istri dan kedua anak perempuanmu yang ada di sini , atau kamu juga akan dibinasakan dalam penghukuman kota ini ! ” ||| Bèli madꞌae aae era , ana pajuu Lamatua dhèu dua se , pakaseti Lot si , ho lasi karohe asa era kajꞌèu . Ra peka na , “ Lami ka ! Ère mèti dhèu èmu mu , dènge ana bhèni èu dhèu dua sèra , ho rai ka . Tèke eele kota neꞌe ! Mage dhoka miu madhe aaꞌi palere-lere dènge kota ne . ”
Akan tetapi , Lot berlambat-lambat sehingga kedua orang itu menarik tangan Lot dan tangan istrinya , juga tangan kedua anaknya sebab TUHAN berbelaskasihan kepadanya . Mereka membawa Lot sampai di luar kota itu . ||| Te ngaa Lot neka-neka era , masi ka LAMATUA neo hia ne mamuri . Nèti èèna ka , tamu dhèu dua se nuni Lot , dhèu èmu na , dènge ana bhèni dhèu dua sèra , rèti asa liꞌu kota .
Ketika mereka sudah membawa Lot dan keluarganya ke luar kota , salah satu dari mereka berkata , “ Lari ! Selamatkan nyawamu ! Jangan menoleh ke belakang , jangan berhenti di mana pun di lembah , dan larilah ke pegunungan , atau kamu juga akan dibinasakan ! ” ||| Hèia ca dhèu nèti tamu dhèu dua sèra paredha si , peka na , “ Rai palasa , sèna ka abhu sodꞌa ! Mage mi kabibꞌa kabodho ! Baku ae ètu dꞌara mamoo ! Rai taruu , asa ledhe nèi , sèna ka miu baku madhe ! ”
Akan tetapi , Lot berkata kepada mereka , “ Jangan begitu , ya , Tuanku ! ||| Te ngaa Lot peka , aku nèngu na , “ Iraa ee ! Baku sèmi èèna !
Lihat , hambamu ini sudah mendapat belas kasihan di matamu dan engkau sudah menunjukkan kemurahan dengan menyelamatkan nyawa hamba . Namun , aku tidak sanggup melarikan diri ke pegunungan itu sehingga bisa-bisa aku akan tersusul oleh malapetaka itu , lalu mati ! ||| Mema ama si pamamuri le jiꞌi se . Te ngaa ledhe nèi kajꞌèu bia nèti neꞌe ! Mage dhoka jiꞌi dꞌai mèka nèi , jꞌajꞌèra dhu magee nare le jiꞌi èèna , ètu talora jꞌara .
Lihatlah , kota itu cukup dekat untuk dituju dan kota itu kecil . Izinkanlah hamba melarikan diri ke sana supaya nyawaku selamat . Bukankah itu kota kecil ? ” ||| Ama ladhe ku laa . Rae iiki cue dhu kajꞌèu boe nèti era neꞌe . Rae nèi dhu kolongara aadꞌo . Ladhe ama dꞌèi , jiꞌi laꞌa pasoru iisi asa nèi ! ”
Malaikat itu berkata kepada Lot , “ Baiklah , aku juga akan mengabulkan permintaanmu ini dan tidak akan membinasakan kota yang kamu sebutkan itu . ||| Ka na dhaa , peka na , “ Oo ! Lami ka ! Te èèna na , jaꞌa palaho boe rae nèi .
Cepat pergi ke sana karena aku tidak dapat melakukan apa pun sampai kamu tiba di kota itu. ” Itulah sebabnya , kota itu disebut Zoar . ||| De rai karohe ka , lami asa nèi ! Te jaꞌa tao mèka ngaa-ngaa , ladhe miu dꞌai mèka era nèi. ” Karèi nèti lodꞌo èèna , dhèu pangare rae ne Soar , dhu sasoa na ‘ ana iiki-iiki ’ .
Matahari baru saja terbit ketika Lot tiba di Zoar . ||| Ropa lodꞌo rea , Lot si dꞌai Soar .
Kemudian , TUHAN menghujani Sodom dan Gomora dengan belerang dan api dari langit , yaitu dari TUHAN . ||| Cagꞌagꞌa laa , LAMATUA sadutu ai dènge èi nasu nèti dedha-liru asa Sodom dènge Gomora .
Dia menunggangbalikkan kota-kota itu , seluruh lembah , seluruh penduduk , dan membinasakan kedua kota itu dan seluruh wilayahnya , termasuk semua penduduk , dan apa pun yang tumbuh di atas tanah . ||| LAMATUA pakèpu-ladhu ai kota dènge rae aaꞌi-aaꞌi ètu dꞌara rai èèna , dènge ngaa-ngaa dhu mamuri ètu èèna , nuka : dhèu , badha-manu , dènge ana aajꞌu .
Namun , istri Lot , yang berjalan mengikutinya , menoleh ke belakang dan dia menjadi tiang garam . ||| Lodꞌo rèngu rai , dhèu èmu Lot kabibꞌa kabodho . Cagꞌagꞌa laa , na jꞌajꞌi agarii masi .
Keesokan harinya , Abraham bangun pagi-pagi , lalu pergi ke tempat dia berdiri di hadapan TUHAN . ||| Asa bèli èèna , dhu madꞌae aae era , Abraham laꞌe asa era dhu medꞌa na , na pamako LAMATUA .
Dia pun melayangkan pandangannya ke arah Sodom dan Gomora serta ke arah seluruh lembah itu . Dia melihat asap yang naik dari kedua kota itu seperti asap perapian . ||| Hèia na ladhe sa haha asa Sodom dènge Gomora , aa asa dꞌara mamoo èèna . Na ladhe laꞌa na , sèbꞌu poka-poka sèna , dhu caꞌe asa dedha-liru . Aa ai naꞌe aaꞌi le ngaa-ngaa .
Demikianlah , ketika Allah membinasakan kota-kota di lembah itu , Allah mengingat Abraham dan mengeluarkan Lot dari tengah-tengah kehancuran itu , ketika Dia menunggangbalikkan kota-kota itu , tempat Lot tinggal . ||| Ama Lamatua patalale Lot si nèti hahuku èèna , ropa Na pakèpu-ladhu ai kota-kota sèra , lula Na ngee nèdhi lii pajaji Na dènge Abraham .
Kemudian , Lot pergi dari Zoar dan tinggal di suatu gua , di pegunungan , bersama kedua anak perempuannya sebab dia takut tinggal di Zoar . ||| Lodꞌo èèna , Lot madhaꞌu pea taruu ètu rae Soar . Nèti èèna ka , nèngu dènge ana bhèni na dhèu dua sèra , lasi asa ledhe ka ra pea ètu dꞌara loe cue .
Pada suatu ketika , anak sulungnya berkata kepada adiknya , “ Ayah kita sudah tua dan tidak ada satu laki-laki pun di bumi ini yang datang kepada kita seperti tradisi di seluruh bumi . ||| Ca lodꞌo , ana bhèni uru èèna , peka dènge ari na , aku nèngu na , “ Ètu era neꞌe ne , abhu boe dhèu mone ca dhèu sa , dhu bisa leo dènge èdhi se . Aa ama èdhi asa heka , de ladhe èèna na , na bisa heka abhu ana .
Jadi , marilah kita memberikan minuman anggur kepada ayah kita , lalu bersetubuh dengannya supaya kita dapat meneruskan keturunan melalui ayah kita . ” ||| De beꞌa risi , ti hia ne ninu mahu , sèna ka èdhi dua ti jꞌunu dènge ne , ho ti abhu kolo hia ama èdhi . ”
Malam itu , mereka pun membuat ayah mereka minum anggur , lalu anak yang sulung masuk dan bersetubuh dengan ayahnya . Lot bahkan tidak tahu ketika anaknya itu bersetubuh dengannya dan ketika anaknya itu pergi . ||| Ka ropa dꞌai mèda , dua ra hia ama ra ninu èi anggor toke mahu . Hèia ana bhèni uru èèna , laꞌe jꞌunu dènge ama na . Lula ama na dhu mahu ae , ka neꞌa boe nèngu dhu jꞌunu dènge ana na .
Hari berikutnya , anak yang sulung berkata kepada adiknya , “ Semalam , aku bersetubuh dengan ayah , mari kita juga membuatnya minum anggur malam ini supaya kamu juga dapat masuk dan bersetubuh dengannya . Dengan demikian , kita dapat meneruskan keturunan melalui ayah kita . ” ||| Hèia asa bèli èèna , aꞌa na peka dènge ari na , aku nèngu na , “ Mèda deo na , jaꞌa jꞌunu le dènge ama èdhi . De mèda neꞌe , èu kèna . Èdhi hia ne hari ninu mahu , ho lamu jꞌunu dènge ne . Sèna ka èdhi dua ti abhu ana , ho hia ana-èpu mi ama èdhi . ”
Jadi , mereka pun membuat ayahnya mabuk lagi pada malam itu . Lalu , anak yang lebih muda masuk dan bersetubuh dengannya . Sekali lagi , Lot tidak tahu ketika anaknya itu bersetubuh dengannya dan ketika anaknya itu pergi . ||| Ka dꞌara mèda na , dua ra hia hari ama ra ninu mahu . Ka ana bhèni limuri ne , laꞌe ka jꞌunu dènge ama na . Te ngaa , lula ama ra dhu mahu titu kèna , nèti èèna ka , neꞌa boe ngaa dhu nèngu tao mi dedha ana bhèni na .
Kemudian , kedua anak perempuan Lot itu mengandung oleh ayah mereka . ||| Dènge jꞌara neꞌe ne ka , dua ra dènge babia nèti ama dꞌèlu rèngu .
Anak yang sulung melahirkan seorang anak laki-laki dan menamainya Moab . Moab adalah nenek moyang semua orang Moab yang ada sekarang . ||| Hèia ana bhèni uru èèna nara iisi ana mone ca dhèu . Ka na pangare na Moab ( dhu sasoa na ‘ mai nèti ama ’ ) . Ana neꞌe ka dhu jꞌajꞌi bèi-baki nèti dhèu Moab .
Anak yang lebih muda juga melahirkan seorang anak laki-laki dan menamainya Ben-Ami . Ben-Ami adalah nenek moyang semua orang Amon yang ada sekarang ini . ||| Ka ana bhèni limuri ne , nara iisi ana mone èci kahèi . Na pangare na Ben Ami ( dhu sasoa na ‘ mai nèti dhèu jaꞌa ’ ) . Ana ne ka dhu jꞌajꞌi bèi-baki nèti dhèu Amon .
Dari tempat itu , Abraham berjalan menuju ke selatan dan tinggal di antara Kadesh dan Syur . Kemudian , dia tinggal sementara di Gerar . ||| Èle èèna , ka Abraham nèti Mamre , pidha asa rai Negeb , dhu ètu re balèu , ka na pea ètu talora rae Kades , dènge rae Syur . Te ngaa na pea nèbhu boe , ka pidha hari asa rae Gerar .
Abraham berkata tentang Sara , istrinya , “ Dia adalah adikku , ” sehingga Abimelekh , raja Gerar , menyuruh orang untuk mengambil Sara . ||| Hèia na peka dènge dhèu ètu sèra , aku nèngu na , “ Sara ne , ana hèni jaꞌa. ” Nèti èèna ka , Abimelek dhèu aae Gerar , pua dhèu lasi lii dꞌai Sara . Ka nèti ne mai asa dꞌara èmu dhèu aae .
Akan tetapi , pada suatu malam , Allah berkata kepada Abimelekh dalam mimpi , firman-Nya , “ Kamu akan mati sebab perempuan yang kauambil itu adalah istri orang lain . ” ||| Dꞌara ca mèda sa , Ama Lamatua padꞌelo iisi Na dènge dhèu aae ètu dꞌara nii . Na peka , “ Mamadhe èu ne dètu kèna ! Lula èu more dhèu èmu dhèu . ”
Namun , Abimelekh belum mendekati Sara dan dia berkata , “ Tuhan , apakah Engkau akan membunuh bangsa yang tidak bersalah ? Bukankah dia sendiri yang berkata kepadaku , ‘ Perempuan ini adalah adikku , ’ ? Lalu , bukankah perempuan itu juga berkata , ‘ Laki-laki ini adalah kakakku , ’ ? Aku melakukan ini dalam ketulusan hatiku dan ketidakbersalahan tanganku . ” ||| Hèia Abimelek dhaa , peka na , “ Lamatua ! Jaꞌa dhae paꞌèci mèka dènge bhèni na . Aa jaꞌa sasala aadꞌo . Abraham unu na ka dhu peka , bhèni na , ana hèni nèngu ! Aa bhèni na dhaa sèmi èèna kahèi . Nèti èèna ka , jaꞌa hia dhèu lasi lii dꞌai ne , dènge dꞌara mola . De Lamatua baku padꞌui jaꞌa sasala ! ”
Kemudian , Allah berfirman kepadanya dalam mimpi , “ Ya , Aku tahu bahwa kamu melakukan hal ini dalam ketulusan hatimu . Aku yang mencegahmu berbuat dosa terhadap Aku . Karena itu , Aku tidak membiarkanmu menyentuhnya . ||| Ka Lamatua dhaa , peka na , “ Tareꞌa . Mema Jaꞌa keꞌa dꞌara èu mola . Nèti èèna ka , Jaꞌa ka dhu taha èu , ho baku paꞌèci dènge ne . Dènge jꞌara sèmi èèna , èu tao boe sala mi Jaꞌa hèi .
Sekarang , kembalikanlah istri orang itu karena dia adalah seorang nabi . Dia akan berdoa untukmu supaya kamu akan hidup . Namun , jika kamu tidak mengembalikan istrinya kepadanya , ketahuilah bahwa kamu dan semua yang bersama denganmu pasti akan mati . ” ||| De èu mèti hari ka bhèni ne , lèpa sa dhèu èmu na . Mone na ka dhu nèti lii padhue-padhai Jaꞌa . De lamu manèngi ne , sèna ka na sabajꞌa hia èu , ho èu baku madhe . Sanèdꞌe paie ! Ladhe èu hia boe bhèni na lèpa , èu dènge kabarai èu madhe aaꞌi mèu-mèu . ”
Jadi , pagi-pagi sekali , Abimelekh memanggil semua hambanya dan menceritakan tentang semua hal ini di telinga mereka sehingga mereka semua menjadi sangat takut . ||| Bèli madꞌae aae èèna , dhèu aae pakaboko nare dhèu-dhèu kapai na aaꞌi-aaꞌi , ka na lolo lii nii na . Hèia aaꞌi-aaꞌi ra madhaꞌu .
